CaseID,Prefix length,Groud truth,Predicted,Confidence,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
201319,2,¦,¦,96.0,1.0,1.0,1.0,153038,111230.18961260842,,41807.81038739158,41807.81038739158
201322,2,§,§,66.0,1.0,1.0,1.0,16394,185913.72633443598,,169519.72633443598,169519.72633443598
201325,2,¤,¤,48.0,1.0,1.0,1.0,6095,10702.978604930506,,4607.978604930506,4607.978604930506
201328,2,¦,¦,96.0,1.0,1.0,1.0,608535,111282.30779358617,,497252.69220641383,497252.69220641383
201331,2,¢,¤,50.0,0.0,0.0,0.0,305,3373.6851817482334,,3068.6851817482334,3068.6851817482334
201337,2,¤,¤,78.0,1.0,1.0,1.0,13117,10582.265427722235,,2534.7345722777645,2534.7345722777645
201373,2,¤,¤,48.0,1.0,1.0,1.0,2321,10704.975320097172,,8383.975320097172,8383.975320097172
201376,2,¤,¤,77.0,1.0,1.0,1.0,9496,10321.639286683483,,825.6392866834831,825.6392866834831
201379,2,¦,¦,48.0,1.0,1.0,1.0,608627,10708.385396391615,,597918.6146036084,597918.6146036084
201385,2,¤,¤,49.0,1.0,1.0,1.0,322,10703.329008866616,,10381.329008866616,10381.329008866616
201388,2,¤,¤,58.0,1.0,1.0,1.0,1855,10378.138495644565,,8523.138495644565,8523.138495644565
201394,2,¦,¤,54.0,0.0,0.0,0.0,157,10378.050405269565,,10221.050405269565,10221.050405269565
201397,2,¦,¦,96.0,1.0,1.0,1.0,1364678,111545.94466788603,,1253132.055332114,1253132.055332114
201400,2,¤,¤,49.0,1.0,1.0,1.0,5007,10704.505504763838,,5697.505504763838,5697.505504763838
201415,2,¢,¤,44.0,0.0,0.0,0.0,1071,3752.156668898035,,2681.156668898035,2681.156668898035
201424,2,¤,¤,50.0,1.0,1.0,1.0,442,10706.241863933283,,10264.241863933283,10264.241863933283
201427,2,¦,¦,98.0,1.0,1.0,1.0,871,405748.68351392087,,404877.68351392087,404877.68351392087
201430,2,¦,¦,98.0,1.0,1.0,1.0,602408,405753.0371360097,,196654.96286399028,196654.96286399028
201433,2,¦,¦,98.0,1.0,1.0,1.0,602956,405761.5564540542,,197194.4435459458,197194.4435459458
201436,2,¦,¤,59.0,0.0,0.0,0.0,186,10378.091514111233,,10192.091514111233,10192.091514111233
201439,2,¤,¤,77.0,1.0,1.0,1.0,14359,10282.62112325017,,4076.37887674983,4076.37887674983
201442,2,¦,¦,67.0,1.0,1.0,1.0,92439,181617.92285257156,,89178.92285257156,89178.92285257156
201445,2,¤,¤,80.0,1.0,1.0,1.0,2004,10254.929424477963,,8250.929424477963,8250.929424477963
201451,2,¦,¤,77.0,0.0,0.0,0.0,615184,10781.754890947132,,604402.2451090529,604402.2451090529
201454,2,¦,¤,78.0,0.0,0.0,0.0,518018,10789.841587372128,,507228.1584126279,507228.1584126279
201457,2,¤,¤,78.0,1.0,1.0,1.0,194545,10816.934271594335,,183728.06572840567,183728.06572840567
201469,2,¢,¤,41.0,0.0,0.0,0.0,912,8694.085433312113,,7782.085433312113,7782.085433312113
201478,2,¤,¤,78.0,1.0,1.0,1.0,11214,10806.664891433229,,407.33510856677094,407.33510856677094
201484,2,¤,¤,78.0,1.0,1.0,1.0,977,10805.932762538785,,9828.932762538785,9828.932762538785
201487,2,¤,¤,41.0,1.0,1.0,1.0,3295,8722.673696345431,,5427.673696345431,5427.673696345431
201490,2,¤,¤,69.0,1.0,1.0,1.0,81097,10725.815545258272,,70371.18445474173,70371.18445474173
201508,2,¤,¤,59.0,1.0,1.0,1.0,29104,10374.720589094568,,18729.27941090543,18729.27941090543
201523,2,¤,¤,63.0,1.0,1.0,1.0,35850,10303.351724833494,,25546.648275166506,25546.648275166506
201526,2,¦,¤,65.0,0.0,0.0,0.0,91,10494.26510066117,,10403.26510066117,10403.26510066117
201532,2,¤,¤,64.0,1.0,1.0,1.0,11706,10327.833018827925,,1378.1669811720749,1378.1669811720749
201538,2,¦,¤,57.0,0.0,0.0,0.0,524751,10377.705874025121,,514373.2941259749,514373.2941259749
201541,2,¤,¤,55.0,1.0,1.0,1.0,14360,10377.130350241789,,3982.8696497582114,3982.8696497582114
201544,2,¤,¤,77.0,1.0,1.0,1.0,10072,10581.282730650015,,509.28273065001486,509.28273065001486
201556,2,¦,¤,74.0,0.0,0.0,0.0,599254,10642.916629691648,,588611.0833703084,588611.0833703084
201559,2,¦,¤,58.0,0.0,0.0,0.0,272,10377.844861061232,,10105.844861061232,10105.844861061232
201562,2,¤,¤,65.0,1.0,1.0,1.0,9128,10613.465080983331,,1485.465080983331,1485.465080983331
201568,2,¤,¤,50.0,1.0,1.0,1.0,10127,10762.208615516587,,635.2086155165871,635.2086155165871
201602,2,¦,¦,86.0,1.0,1.0,1.0,352019,263009.4202616845,,89009.57973831549,89009.57973831549
201605,2,¦,¤,52.0,0.0,0.0,0.0,602188,10708.361905624948,,591479.638094375,591479.638094375
201611,2,¦,¤,55.0,0.0,0.0,0.0,228,10376.431499933455,,10148.431499933455,10148.431499933455
201617,2,¤,¤,52.0,1.0,1.0,1.0,19,10708.34037242217,,10689.34037242217,10689.34037242217
201629,2,¤,¤,70.0,1.0,1.0,1.0,81215,10730.86997521938,,70484.13002478062,70484.13002478062
201635,2,¤,¤,47.0,1.0,1.0,1.0,1635,3932.718446881274,,2297.718446881274,2297.718446881274
201644,2,¦,¤,53.0,0.0,0.0,0.0,598749,10708.363863188837,,588040.6361368111,588040.6361368111
201662,2,¤,¤,76.0,1.0,1.0,1.0,1947,10623.431038741659,,8676.431038741659,8676.431038741659
201668,2,¦,¦,62.0,1.0,1.0,1.0,5471,152276.7337660536,,146805.7337660536,146805.7337660536
201674,2,¦,¤,65.0,0.0,0.0,0.0,58,10410.506814547327,,10352.506814547327,10352.506814547327
201677,2,¦,¦,48.0,1.0,1.0,1.0,617787,10692.805145399956,,607094.1948546,607094.1948546
201680,2,¦,¤,48.0,0.0,0.0,0.0,80,10809.325220758228,,10729.325220758228,10729.325220758228
201683,2,¤,¤,76.0,1.0,1.0,1.0,15573,10349.446481725136,,5223.5535182748645,5223.5535182748645
201686,2,¤,¤,76.0,1.0,1.0,1.0,20750,10797.215730541568,,9952.784269458432,9952.784269458432
201692,2,¦,¤,77.0,0.0,0.0,0.0,433123,10335.301125064032,,422787.698874936,422787.698874936
201695,2,¦,¦,96.0,1.0,1.0,1.0,343451,366707.93762358575,,23256.93762358575,23256.93762358575
201701,2,¤,¤,76.0,1.0,1.0,1.0,53354,10797.963519947123,,42556.03648005288,42556.03648005288
201704,2,¦,¦,85.0,1.0,1.0,1.0,173932,99434.47339657015,,74497.52660342985,74497.52660342985
201710,2,¤,¤,77.0,1.0,1.0,1.0,12200,10307.558529630713,,1892.4414703692873,1892.4414703692873
201716,2,¦,¤,77.0,0.0,0.0,0.0,210,10342.955199869584,,10132.955199869584,10132.955199869584
201719,2,¦,¦,99.0,1.0,1.0,1.0,334724,15333.727140875304,,319390.2728591247,319390.2728591247
201722,2,¤,¦,48.0,0.0,0.0,0.0,530,10697.411293230509,,10167.411293230509,10167.411293230509
201725,2,¦,¤,77.0,0.0,0.0,0.0,168,10580.985180938904,,10412.985180938904,10412.985180938904
201731,2,¢,¤,41.0,0.0,0.0,0.0,92,8699.492224773223,,8607.492224773223,8607.492224773223
201740,2,¤,¦,48.0,0.0,0.0,0.0,62468,10734.168470372157,,51733.831529627845,51733.831529627845
201743,2,¦,¤,48.0,0.0,0.0,0.0,1142,10704.842205752728,,9562.842205752728,9562.842205752728
201749,2,¤,¤,48.0,1.0,1.0,1.0,69547,10704.436990027727,,58842.56300997228,58842.56300997228
201752,2,¦,¦,96.0,1.0,1.0,1.0,56484,138226.12319717207,,81742.12319717207,81742.12319717207
201755,2,¦,¦,89.0,1.0,1.0,1.0,19134,99434.3950940146,,80300.3950940146,80300.3950940146
201758,2,¦,¦,98.0,1.0,1.0,1.0,311,405521.7313868987,,405210.7313868987,405210.7313868987
201761,2,¦,¦,98.0,1.0,1.0,1.0,61,405548.3542557876,,405487.3542557876,405487.3542557876
201770,2,¦,¤,77.0,0.0,0.0,0.0,115,10369.02995086957,,10254.02995086957,10254.02995086957
201779,2,¤,¤,46.0,1.0,1.0,1.0,1821,4237.7186461533365,,2416.7186461533365,2416.7186461533365
201782,2,¦,¦,96.0,1.0,1.0,1.0,233872,136470.51725957298,,97401.48274042702,97401.48274042702
201794,2,¤,¤,76.0,1.0,1.0,1.0,8276,14929.625269728293,,6653.625269728293,6653.625269728293
201797,2,¤,¤,58.0,1.0,1.0,1.0,66599,10377.676510566787,,56221.32348943321,56221.32348943321
201800,2,¤,¤,79.0,1.0,1.0,1.0,19816,10549.809018444475,,9266.190981555525,9266.190981555525
201821,2,¦,¦,96.0,1.0,1.0,1.0,610636,405766.8183857875,,204869.18161421252,204869.18161421252
201824,2,¤,¤,51.0,1.0,1.0,1.0,16260,10708.213130769393,,5551.786869230607,5551.786869230607
201833,2,¤,¤,55.0,1.0,1.0,1.0,21263,10377.909460669565,,10885.090539330435,10885.090539330435
201836,2,¤,¤,56.0,1.0,1.0,1.0,21252,10377.968187586232,,10874.031812413768,10874.031812413768
201842,2,¤,¤,56.0,1.0,1.0,1.0,118714,10377.956442202898,,108336.04355779711,108336.04355779711
201845,2,¦,¤,52.0,0.0,0.0,0.0,620141,10707.999756305504,,609433.0002436945,609433.0002436945
201848,2,¤,¤,76.0,1.0,1.0,1.0,11345,11006.107373124793,,338.8926268752075,338.8926268752075
201854,2,¦,¤,76.0,0.0,0.0,0.0,614889,11156.11353636638,,603732.8864636336,603732.8864636336
201879,2,¤,¤,54.0,1.0,1.0,1.0,1578,10377.674553002898,,8799.674553002898,8799.674553002898
201882,2,¤,¤,64.0,1.0,1.0,1.0,16137,10401.56074757511,,5735.439252424891,5735.439252424891
201885,2,¦,¤,87.0,0.0,0.0,0.0,453727,11238.213765866338,,442488.78623413364,442488.78623413364
201888,2,¤,¤,76.0,1.0,1.0,1.0,10954,10570.498511186132,,383.5014888138685,383.5014888138685
201891,2,¦,¤,64.0,0.0,0.0,0.0,624874,10392.293640125114,,614481.7063598749,614481.7063598749
201894,2,¤,¤,51.0,1.0,1.0,1.0,1247,10708.00562899717,,9461.00562899717,9461.00562899717
201895,2,¦,¦,96.0,1.0,1.0,1.0,608368,405363.18437240995,,203004.81562759005,203004.81562759005
201900,2,¤,¤,46.0,1.0,1.0,1.0,563,3804.5841449702298,,3241.5841449702298,3241.5841449702298
201903,2,¢,¤,46.0,0.0,0.0,0.0,8257,3802.5012969924533,,4454.498703007546,4454.498703007546
201909,2,¦,¦,96.0,1.0,1.0,1.0,620003,404463.17479885486,,215539.82520114514,215539.82520114514
201912,2,§,¦,96.0,0.0,0.0,0.0,432,404999.8291936101,,404567.8291936101,404567.8291936101
201915,2,¦,¦,96.0,1.0,1.0,1.0,690581,136904.2820963283,,553676.7179036717,553676.7179036717
201918,2,§,§,76.0,1.0,1.0,1.0,153888,203882.87867251545,,49994.87867251545,49994.87867251545
201921,2,¤,¤,76.0,1.0,1.0,1.0,10955,10554.516959597251,,400.4830404027489,400.4830404027489
201924,2,¤,¤,46.0,1.0,1.0,1.0,2204,3817.7311440480007,,1613.7311440480007,1613.7311440480007
201927,2,¦,¦,96.0,1.0,1.0,1.0,614072,398525.58597414684,,215546.41402585316,215546.41402585316
201930,2,¤,¤,57.0,1.0,1.0,1.0,3274,10799.8878052499,,7525.8878052499,7525.8878052499
201936,2,¦,¦,96.0,1.0,1.0,1.0,116,396665.58706948115,,396549.58706948115,396549.58706948115
201942,2,¤,¤,52.0,1.0,1.0,1.0,10396,10707.986053358281,,311.9860533582814,311.9860533582814
201951,2,¤,¤,46.0,1.0,1.0,1.0,1640,3826.5206059091074,,2186.5206059091074,2186.5206059091074
201987,2,¤,¤,55.0,1.0,1.0,1.0,5360,10376.640959269565,,5016.640959269565,5016.640959269565
202002,2,¦,¦,95.0,1.0,1.0,1.0,620125,380554.67965882295,,239570.32034117705,239570.32034117705
202005,2,¦,¦,98.0,1.0,1.0,1.0,418811,1039.251092971678,,417771.74890702835,417771.74890702835
202020,2,§,§,55.0,1.0,1.0,1.0,259208,185461.76398376955,,73746.23601623045,73746.23601623045
202026,2,¦,¦,98.0,1.0,1.0,1.0,614442,405508.5765575654,,208933.42344243458,208933.42344243458
202029,2,§,§,75.0,1.0,1.0,1.0,597342,223381.0919944608,,373960.9080055392,373960.9080055392
202035,2,¦,¤,48.0,0.0,0.0,0.0,158,10834.162791380437,,10676.162791380437,10676.162791380437
202038,2,¤,¤,54.0,1.0,1.0,1.0,11618,10377.750897994565,,1240.249102005435,1240.249102005435
202039,2,¤,¦,48.0,0.0,0.0,0.0,11243,10680.77591530274,,562.22408469726,562.22408469726
202044,2,¦,¦,98.0,1.0,1.0,1.0,1800,405509.2656200543,,403709.2656200543,403709.2656200543
202047,2,¤,¦,48.0,0.0,0.0,0.0,8793,10720.798309011052,,1927.798309011052,1927.798309011052
202050,2,¦,¦,95.0,1.0,1.0,1.0,239493,139705.1018665046,,99787.89813349539,99787.89813349539
202056,2,¦,¤,54.0,0.0,0.0,0.0,399,10377.737195047343,,9978.737195047343,9978.737195047343
202059,2,¦,¦,48.0,1.0,1.0,1.0,425266,10691.491620030512,,414574.5083799695,414574.5083799695
202062,2,¦,¤,62.0,0.0,0.0,0.0,137,10293.644165508498,,10156.644165508498,10156.644165508498
202065,2,¤,¤,59.0,1.0,1.0,1.0,56,10367.847582280681,,10311.847582280681,10311.847582280681
202068,2,¤,¦,48.0,0.0,0.0,0.0,61496,10702.675182527728,,50793.32481747227,50793.32481747227
202071,2,¦,¦,48.0,1.0,1.0,1.0,388877,10700.976017072175,,378176.02398292784,378176.02398292784
202074,2,¤,¤,60.0,1.0,1.0,1.0,649,10346.529711530693,,9697.529711530693,9697.529711530693
202080,2,¤,¤,53.0,1.0,1.0,1.0,60501,10377.717619408455,,50123.28238059155,50123.28238059155
202083,2,¢,¤,46.0,0.0,0.0,0.0,72,3891.5313026590734,,3819.5313026590734,3819.5313026590734
202086,2,¢,¤,46.0,0.0,0.0,0.0,45,3925.718198414611,,3880.718198414611,3880.718198414611
202089,2,¦,¦,48.0,1.0,1.0,1.0,153389,10703.92019316106,,142685.07980683894,142685.07980683894
202095,2,¦,¦,98.0,1.0,1.0,1.0,89,405514.1830205432,,405425.1830205432,405425.1830205432
202101,2,¢,¤,46.0,0.0,0.0,0.0,82,3863.3541280424215,,3781.3541280424215,3781.3541280424215
202107,2,¦,¦,98.0,1.0,1.0,1.0,188,405515.7177506321,,405327.7177506321,405327.7177506321
202110,2,¦,¤,53.0,0.0,0.0,0.0,42,10377.703916461232,,10335.703916461232,10335.703916461232
202113,2,¤,¦,47.0,0.0,0.0,0.0,57060,10702.812211999952,,46357.18778800005,46357.18778800005
202116,2,¤,¤,53.0,1.0,1.0,1.0,144798,10377.70783158901,,134420.292168411,134420.292168411
202119,2,¦,¤,53.0,0.0,0.0,0.0,1880,10377.70783158901,,8497.70783158901,8497.70783158901
202122,2,¦,¦,95.0,1.0,1.0,1.0,154504,138980.33341228278,,15523.66658771722,15523.66658771722
202128,2,¤,¤,78.0,1.0,1.0,1.0,4147,10551.21063418892,,6404.210634188919,6404.210634188919
202137,2,¤,¤,59.0,1.0,1.0,1.0,14179,10270.163186661288,,3908.836813338712,3908.836813338712
202143,2,¦,¦,96.0,1.0,1.0,1.0,525619,137034.0137703727,,388584.9862296273,388584.9862296273
202149,2,¤,¤,75.0,1.0,1.0,1.0,7308,10616.162604022218,,3308.162604022218,3308.162604022218
202152,2,¤,¤,72.0,1.0,1.0,1.0,20458,10659.28382136664,,9798.71617863336,9798.71617863336
202179,2,¤,¤,79.0,1.0,1.0,1.0,1889,10583.459541694458,,8694.459541694458,8694.459541694458
202182,2,¤,¤,77.0,1.0,1.0,1.0,1391,10583.694449361124,,9192.694449361124,9192.694449361124
202185,2,¦,¤,77.0,0.0,0.0,0.0,72,10583.706194744458,,10511.706194744458,10511.706194744458
202205,2,¤,¤,76.0,1.0,1.0,1.0,13319,12823.638886784951,,495.36111321504904,495.36111321504904
202211,2,¦,¦,98.0,1.0,1.0,1.0,113,405786.769876943,,405673.769876943,405673.769876943
202223,2,¦,¦,98.0,1.0,1.0,1.0,628604,405757.98585752083,,222846.01414247917,222846.01414247917
202247,2,¤,¤,76.0,1.0,1.0,1.0,1472,10783.771181752687,,9311.771181752687,9311.771181752687
202253,2,¦,¦,96.0,1.0,1.0,1.0,160073,137034.79679592824,,23038.20320407176,23038.20320407176
202256,2,¤,¤,54.0,1.0,1.0,1.0,18428,10377.729364791787,,8050.270635208213,8050.270635208213
202259,2,¦,¦,97.0,1.0,1.0,1.0,608334,405435.81782294327,,202898.18217705673,202898.18217705673
202271,2,¤,¤,77.0,1.0,1.0,1.0,2915,10743.412087055485,,7828.412087055485,7828.412087055485
202289,2,¤,¤,77.0,1.0,1.0,1.0,2516390,10745.686776294373,,2505644.3132237056,2505644.3132237056
202292,2,¦,¤,55.0,0.0,0.0,0.0,648,10377.664765183454,,9729.664765183454,9729.664765183454
202298,2,¦,¦,96.0,1.0,1.0,1.0,73244,138342.1049424609,,65098.104942460894,65098.104942460894
202307,2,¤,¤,72.0,1.0,1.0,1.0,1332,10683.158270555517,,9351.158270555517,9351.158270555517
202310,2,¦,¦,97.0,1.0,1.0,1.0,3359,405434.28309285437,,402075.28309285437,402075.28309285437
202325,2,¦,¤,77.0,0.0,0.0,0.0,596914,10752.698770144369,,586161.3012298556,586161.3012298556
202340,2,¦,¦,97.0,1.0,1.0,1.0,56,405597.4969396543,,405541.4969396543,405541.4969396543
202343,2,¦,¦,97.0,1.0,1.0,1.0,606836,405458.4002799654,,201377.59972003457,201377.59972003457
202358,2,¦,¦,97.0,1.0,1.0,1.0,604060,405481.2333051654,,198578.76669483457,198578.76669483457
202361,2,¦,¤,77.0,0.0,0.0,0.0,602688,10767.351135852694,,591920.6488641473,591920.6488641473
202373,2,¤,¤,75.0,1.0,1.0,1.0,233668,48188.36364055254,,185479.63635944747,185479.63635944747
